ID列	地域ID指定列	音素列	かな列	IPA列	訳列	系統列	意味領域列	品詞列	アクセント型列	音節構造列	語幹列	備考列	音声ファイル列	画像ファイル列	動画列	活用列	標準語ひらがな列	例文指定列	更新列	例文列	例文訳列
200	1	siibu[i	しーぶ[い	ɕiːbu[i	冬瓜	沖縄語	食	名詞	c?	CVV.CVV			siibui.wav				とうがん		20220418		
201	1	nanči[či	なんち[ち	nanʨi[ʨi	お焦げ	沖縄語	食	名詞	c	CVC.CV.CV			nacici.wav				おこげ		20220418		
202	1	kwačči	くぁっち	kwatʨi	御馳走	沖縄語	食	名詞	不明	CCVC.CV			kwacci.wav				ごちそう		20220418		
203	1	ʔwaaziru	わーじる	ʔwaːʥiɾu	豚汁	沖縄語	食	名詞	a	PCVV.CV.CV			waaziru.wav				とんじる		20220418		
204	1	ʔjuuziru	ゆーじる	ʔjuːʥiɾu	魚汁	沖縄語	食	名詞	a	PCVV.CV.CV			juuziru.wav				ざかなじる		20220418		
205	1	hiizaziru	ひーじゃじる	çiːʥaʥiɾu	ヤギ汁	沖縄語	食	名詞	c	CVV.CV.CV.CV			hiizaziru.wav				やぎじる		20220418		
206	1	saataandagi	さーたあんだぎ	saːtaːndagi	砂糖天ぷら	沖縄語	食	名詞	c	CVV.CVVC.CV.CV			saataandagi.wav				ざとうてんぷら		20220418		
207	1	ʔjuuandagi	ゆーあんだぎ	ʔjuːandagi	魚天ぷら	沖縄語	食	名詞	a	PCVV.VC.CV.CV			juuandagi.wav				ざかなてんぷら		20220418		
208	1	čiiričaa	ちいりちゃー	ʨiːɾiʨaː	ちーりちゃー	沖縄語	食	名詞	不明	CVV.CV.CVV			ciricaa.wav				ちーりちゃー		20220418		
209	1	andaamisu[u	あんだーみす	andaːmisu[ː	油味噌	沖縄語	食	名詞	b	VC.CVV.CV.CVV			andaamisuu.wav				あぶらみそ		20220418		
210	1	bintoo	びんとー	bintoː	弁当	沖縄語	食	名詞	不明	CVC.CVV			bintoo.wav				べんとう		20220418		
211	1	kaasabintoo	かーさびんとー	kaːsabintoː	弁当	沖縄語	食	名詞	不明	CVV.CV.CVC.CVV			kaasabintoo.wav				べんとう		20220418		
212	1	mukuzi	むくじ	mukuʥi	芋のくず	沖縄語	食	名詞	不明	CV.CV.CV			mukuzi.wav				いものくず		20220418		
213	1	juunamasi	ゆーなまし	ʔjuːnamaɕi	刺身	沖縄語	食	名詞	不明	P.CVV.CV.CV.CV			2juunamasi.wav				さしみ		20220418		
214	1	[čuu]	ちゅー]	[ʨuː]	人	沖縄語	人間	名詞	a	CVV			cuu.wav				じん		20220418		
215	1	[u][ja	う[や	[u][ja	親	沖縄語	人間	名詞	b	V.CV			uja.wav				おや		20220418		
216	1	[kwa]a	[くぁ]ー	[kwa]ː	子	沖縄語	人間	名詞	a	CCVV			kwaa.wav				ご		20220418		
217	1	wara[bi	わら[び	waɾa[bi	子供	沖縄語	人間	名詞	c	CV.CV.CV		借用語の可能性。wareiも参照。	warabi.wav				こども	217	20220418	ujaga warabi nakačan	
218	1	warei	われい	waɾei	子供	沖縄語	人間	名詞	c	CV.CVV			warei.wav				こども		20220418		
219	1	čaččii	ちゃっちー	ʨatʨiː	長男	沖縄語	人間	名詞	不明	CVC.CVV			caccii.wav				ちょうなん		20220418		
220	1	[zinan	[じなん	[ʑinaɴ	二男	沖縄語	人間	名詞	不明	CV.CVC			zinan.wav				じなん		20220418		
221	1	[sannan	[さんなん	[sannaɴ	三男	沖縄語	人間	名詞	不明	CVC.CVC			sannan.wav				さんなん		20220418		
222	1	[junan	[ゆなん	[junaɴ	四男	沖縄語	人間	名詞	不明	CV.CVC			junan.wav				よんなん		20220418		
223	1	[gunan	[ぐなん	[gunaɴ	五男	沖縄語	人間	名詞	不明	CV.CVC			gunan.wav				ごなん		20220418		
224	1	[rukunan	[るくなん	[ɾukunaɴ	六男	沖縄語	人間	名詞	不明	CV.CV.CVC			rukunan.wav				おとこ		20220418		
225	1	[sičinan	[しちなん	[ɕiʨinaɴ	七男	沖縄語	人間	名詞	不明	CV.CV.CVC			sicinan.wav				しちなん		20220418		
226	1	[hačinan	[はちなん	[haʨinaɴ	八男	沖縄語	人間	名詞	不明	CV.CV.CVC			hacinan.wav				はちお		20220418		
227	1	[ku]nan	[く]なん	[ku]naɴ	九男	沖縄語	人間	名詞	不明	CV.CVC			kunan.wav				きゅうなん		20220418		
228	1	[zuu]nan	[じゅー]なん	[ʑuː]naɴ	十男	沖縄語	人間	名詞	不明	CVV.CVC			zuunan.wav				とうなん		20220418		
229	1	baa[či	ばー[ち	baː[ʨi	末っ子	沖縄語	人間	名詞	c	CVV.CV			baaci.wav				すえっこ		20220418		
230	1	uja[kkwa	うやっ[くぁ	uja[kkwa	親子	沖縄語	人間	名詞	b?	V.CVC.CCV			ujakkwa.wav				おやこ		20220418		
231	1	maa[ga	まー[が	maː[ga	孫	沖縄語	人間	名詞	c	CVV.CV			maaga.wav				まご		20220418		
232	1	[su]u	[す]ー	[su]ː	父	沖縄語	人間	名詞	a	CVV			suufather.wav				ちち	2512	20220418		
233	1	an[maa	あん[まー	am[maː	母	沖縄語	人間	名詞	不明	VC.CVV			anmaa.wav				はは		20220418		
234	1	ikigasi[zaa	いきがじゃ	ikigaɕi[ʑaː	兄	沖縄語	人間	名詞	c	V.CV.CV.CV.CVV			ikigasizaa.wav				あに		20220418		
235	1	inagusizaa	いなぐし[じゃ	inaguɕiʑaː	姉	沖縄語	人間	名詞	c	V.CV.CV.CV.CVV			inagusizaa.wav				あね		20220418		
236	1	ikigauttuu	いきがうっとぅー	ikigauttuː	弟	沖縄語	人間	名詞	b	V.CV.CV.VC.CVV			ikigauttuu.wav				おとうと		20220418		
237	1	[inaguuttu	[いなぐうっとぅー	[inaguːttu	妹	沖縄語	人間	名詞	不明	V.CV.CV.VC.CV			inaguuttu.wav				いもうと		20220418		
238	1	[čoo][dee	[ちょー][でー	[ʨoː][deː	兄弟	沖縄語	人間	名詞	不明	CVV.CVV			coodee.wav				きょうだい		20220418		
239	1	tan[mee	たん[めー	tam[meː	祖父	沖縄語	人間	名詞	b	CVC.CVV			tanmee.wav				そふ		20220418		
240	1	han][sii	はん][しー	han][ɕiː	祖母	沖縄語	人間	名詞	不明	CVC.CVV			hansii.wav				そぼ		20220418		
241	1	[utu	[うとぅ	[utu	夫	沖縄語	人間	名詞	a	V.CV			utu.wav				おっと		20220418		
242	1	[tuzi	[とぅじ	[tuʑi	妻	沖縄語	人間	名詞	a	CV.CV			tuzi.wav				つま	242	20220418	taruja tuziga uraɴ	太郎は妻がいない
243	1	miitundaa	みーとぅんだー	miːtundaː	夫婦	沖縄語	人間	名詞	不明	CVV.CVC.CVV			miitundaa.wav				ふうふ		20220418		
244	1	uza][sa	うざ][さ	uza][sa	おじ	沖縄語	人間	名詞	c?	V.CV.CV			uzasa.wav				おじ		20220418		
245	1	uba[ma	うば[ま	uba[ma	おば	沖縄語	人間	名詞	c?	V.CV.CV			ubama.wav				おば		20220418		
246	1	ičiku[u	いちく[ー	iʨiku[ː	いとこ	沖縄語	人間	名詞	b	V.CV.CVV			icikuu.wav				いとこ		20220418		
247	1	muu[ku	むー[く	muː[ku	婿	沖縄語	人間	名詞	c	CVV.CV			muuku.wav				むこ		20220418		
248	1	janin[zu	やにん[じゅ	janin[ʑu	家族	沖縄語	人間	名詞	c	CV.CVC.CV			janinzu.wav				かぞく		20220418		
249	1	ee[ka	えー[か	eː[ka	親戚	沖縄語	人間	名詞	c	VV.CV			eeka.wav				しんせき		20220418		
250	1	iki[ga	いき[が	iki[ga	男	沖縄語	人間	名詞	b?	V.CV.CV			ikiga.wav				おとこ	250	20220418	anu kwaasija anu wikigattaa taigaru kadii?	あのお菓子はあの男たち二人が食べた？
251	1	inagu[u	いなぐ[ー	inagu[ː	女	沖縄語	人間	名詞	b	V.CV.CVV			inaguu.wav				おんな		20220418		
252	1	si][za	し][じゃ	ɕi][ʑa	目上	沖縄語	人間	名詞	c	CV.CV			siza.wav				めうえ		20220418		
253	1	uttu[u	うっとぅ[ー	uttu[ː	弟・目下	沖縄語	人間	名詞	不明	VC.CVV			uttuu.wav				めした	253	20220418	taruja ijagainu uttuu eegaʨaɴ	太郎は嫌がる弟を泳がせた
254	1	niise[e	にーせ[ー	niːse[ː	青年	沖縄語	人間	名詞	b	CVV.CVV			niisee.wav				せいねん		20220418		
255	1	see[ku	せー[く	seː[ku	大工	沖縄語	人間	名詞	c	CVV.CV			seeku.wav				だいく		20220418		
256	1	[dusi	[どぅし	[duɕi	友達	沖縄語	人間	名詞	a	CV.CV			dusi.wav				ともだち	256	20220418	taruja gakkoo nzeː dusike iʨataɴ	太郎は学校に行って友達に会った
257	1	inaguwara[ba	いなぐわら[ば	inaguwaɾa[ba	娘	沖縄語	人間	名詞	b?c?	V.CV.CV.CV.CV			inaguwaraba.wav				むすめ		20220418		
258	1	wa[a	わ[ー	wa[ː 	私	沖縄語	代名詞	名詞	b	CVV		原則として=gaとの組み合わせで現れる。	waa.wav				わたし	258	20220418	waaga sara watan	私が皿を割った
259	1	wa[n	わ[ん	wa[ɴ	私	沖縄語	代名詞	名詞	b	CVC			wan.wav				わたし		20220418		
260	1	wattaa	わったー	wattaː	私たち	沖縄語	代名詞	名詞	不明	CVC.CVV			wattaa.wav				わたしたち	260	20220418	anu kwaasija wattaa kamaajaa	あのお菓子は私達が食べよう
261	1	u[ga	う[が	u[ga	あなた	沖縄語	代名詞	名詞	c	V.CV		目上に対して使われる	uga.wav				あなた		20220418		
262	1	ugataa	うがたー	ugataː	あなたたち	沖縄語	代名詞	名詞	不明	V.CV.CVV		目上に対して使われる	ugataa.wav				あなたたち		20220418		
263	1	[ʔjaa	[‘やー	[ʔjaː	お前	沖縄語	代名詞	名詞	a	PCVV			2jaa.wav				おまえ	263	20220418	tarooga Ɂjaa ncoon	太郎が貴方を見ている
264	1	u[ra	う[ら	u[ɾa	お前	沖縄語	代名詞	名詞	不明	V.CV			ura.wav				おまえ		20220418		
265	1	ittaa	いったー	ittaː	お前たち	沖縄語	代名詞	名詞	不明	VC.CVV			ittaa.wav				おまえたち	265	20220418	anu kwaasija ittaa kadii	あのお菓子はあなたたちが食べたの？
266	1	urataa	うらたー	uɾataː	お前たち	沖縄語	代名詞	名詞	不明	V.CV.CVV			urataa.wav				おまえたち		20220418		
267	1	[muru	[むる	[muɾu	みんな	沖縄語	人間	名詞	a	CV.CV			muru.wav				みんな		20220418		
268	1	[naa	[なー	[naː	名前	沖縄語	人間	名詞	a	CVV			naa.wav				なまえ		20220418		
269	1	uza[sataa	うじゃ[さたー	uʑa[sataː	おじさんたち	沖縄語	人間	名詞	不明	V.CV.CV.CVV			uzasataa.wav				おじさんたち		20220418		
270	1	tusi]bi[i	とぅし]び[ー	tuɕi]bi[ː	老人	沖縄語	人間	名詞	b	CV.CV.CVV			tusibii.wav				ろうじん		20220418		
271	1	[kana]saa	[かな]さー	[kana]saː	恋人	沖縄語	人間	名詞	a?	CV.CV.CVV			kansaa.wav				こいびと		20220418		
272	1	haruwa[za	はるわ[じゃ	haɾuwa[ʑa	畑作業	沖縄語	人間	名詞	b?	CV.CV.CV.CV			haruwaza.wav				はたけさぎょう		20220418		
273	1	[ta]bi	[た]び	[ta]bi	旅	沖縄語	人間	名詞	a	CV.CV			tabi.wav				たび		20220418		
274	1	waraba	わらばー	warabaː	子供	沖縄語	人間	名詞	不明	CV.CV.CVV		借用語の可能性。wareiも参照。	kanasaa.wav				こいびと		20220418		
275	1	sikin	しきん	ɕikiɴ	世間	沖縄語	人間	名詞	不明	CV.CVC			sikin.wav				せけん		20220418		
276	1	mutuzii	むとぅじー	mutuʥiː	本家	沖縄語	人間	名詞	不明	CV.CV.CVV			mutuzii.wav				ほんけ		20220418		
277	1	judaafani	ゆだーふぁに	judaɸani	分家	沖縄語	人間	名詞	不明	CV.CV.CV.CV			judaafani.wav				ぶんけ		20220418		
278	1	cici	ちち	ʨiʨi	敵	沖縄語	人間	名詞	不明	CV.CV			cici.wav				てき		20220418		
279	1	kataci	かたち	kataʨi	仇	沖縄語	人間	名詞	不明	CV.CV.CV			kataci.wav				あだ		20220418		
280	1	naaka	なーか	naːka	仲	沖縄語	人間	名詞	c	CVV.CV			naaka.wav				なか		20220418		
281	1	simanaa	しまなー	simanaː	島名	沖縄語	人間	名詞	不明	CV.CV.CVV			simanaa.wav				しまな		20220418		
282	1	nibujaa	にぶやー	nibujaː	よく寝る人	沖縄語	人間	名詞	不明	CV.CV.CVV			nibujaa.wav				よくねるひと		20220418		
283	1	hanzunaa	はんずなー	hanzunaː	はんずなー	沖縄語	人間	名詞	不明	CVC.CV.CVV			hanzunaa.wav				はんずなー		20220418		
284	1	joomee	よーめー	joːbeː	弱虫	沖縄語	人間	名詞	不明	CVV.CVV			joomee.wav				よわむし		20220418		
285	1	cuubaa	ちゅーばー	ʨuːbaː	強い人	沖縄語	人間	名詞	不明	CVV.CVV			cuubaa.wav				つよいひと	285	20220418	wanja harusaa anan uminčuuru jandoo	私は農家じゃなくて漁師だよ
286	1	agacaa	あがちゃー	agaʨaː	頑張り屋	沖縄語	人間	名詞	不明	V.CV.CVV			agacaa.wav				がんばりや		20220418		
287	1	hamajaa	はまやー	hamajaː	頑張り屋	沖縄語	人間	名詞	不明	CV.CV.CVV			hamajaa.wav				がんばりや		20220418		
288	1	kusabukkwaa	くさぶっくぁ	kusabukkwaː	生意気な人	沖縄語	人間	名詞	不明	CV.CV.CVC.CVV			kusabukkwaa.wav				なまいきなひと		20220418		
289	1	asigacaa	あしがちゃー	asigaʨaː	そそっかしい人、あわてんぼう	沖縄語	人間	名詞	不明	V.CV.CV.CVV			asigacaa.wav				そそっかしいひと、あわてんぼう	289	20220418	aii, wan anan taroogaru <sončoo> jandoo	いいえ、私じゃなくて太郎が村長だよ。
290	1	sugurimun	すぐりむん	suguɾimuɴ	知恵者	沖縄語	人間	名詞	不明	CV.CV.CV.CVC			sugurimun.wav				ちえしゃ		20220418		
291	1	zinbunnaa	じんぶんなー	ʥinbunjaː	知恵者	沖縄語	人間	名詞	不明	CVC.CVC.CVV			zinbunnaa.wav				ちえしゃ		20220418		
292	1	munsirii	むんしりー	munɕiɾiː	ものしり	沖縄語	人間	名詞	不明	CVC.CV.CVV			munsirii.wav				ものしり		20220418		
293	1	janamun	やなむん	janamuɴ	悪者	沖縄語	人間	名詞	不明	CV.CV.CVC			janamun.wav				わるもの		20220418		
294	1	kujunugaa	くゆぬがー	kujunugaː	怠け者	沖縄語	人間	名詞	不明	CV.CV.CV.CVV			kujunugaa.wav				なまけもの		20220418		
295	1	gaazuu	がーじゅー	gaːʥuː	強情	沖縄語	人間	名詞	不明	CVV.CVV			gaazuu.wav				ごうじょう		20220418		
296	1	teefwaa	てーふぁー	teːɸwaː	お調子者	沖縄語	人間	名詞	不明	CVV.CCVV			teefwaa.wav				おちょうしもの		20220418		
297	1	čikučikuwaa	ちくわちくわー	ʨikuʨikuwaː	あわてんぼう	沖縄語	人間	名詞	不明	CV.CV.CV.CV.CVV			cikucikuwaa.wav				あわてんぼう		20220418		
298	1	namakimun	なまきむん	namakimuɴ	怠け者	沖縄語	人間	名詞	不明	CV.CV.CV.CVC							なまけもの		20220418		
299	1	jukutakaraa	ゆくたからー	jukutakaɾaː	欲張り	沖縄語	人間	名詞	不明	CV.CV.CV.CV.CVV							よくばり		20220418		
300	1	izijaa	いじやー	izijaː	気強い人	沖縄語	人間	名詞	不明	V.CV.CVV							きづよいひと		20220418		
301	1	namageimun	なまげいむん	namageimuɴ	生意気な人	沖縄語	人間	名詞	不明	C.CV.CVV.CVC							なまいきなひと		20220418		
302	1	čimunagasan	ちむながさん	ʨimunagasaɴ	気長い	沖縄語	人間	名詞	不明	CV.CV.CV.CV.CVC							きながい		20220418		
303	1	čimuhirusan	ちむひるさん	ʨimuhiɾusaɴ	心が広い	沖縄語	人間	名詞	不明	CV.CV.CV.CV.CVC							こころがひろい		20220418		
304	1	čimuhiziruu	ちむひじるー	ʨimuhiziɾu	意地悪い	沖縄語	人間	名詞	不明	CV.CV.CV.CV.CVV							いじわるい		20220418		
305	1	nisiroo	にしろー	niɕiɾoː	泥棒	沖縄語	人間	名詞	不明	CV.CV.CVV			nisiroo.wav				どろぼう		20220418		
306	1	samuree	さむれー	samuɾeː	侍	沖縄語	人間	名詞	不明	CV.CV.CVV			samuree.wav				さむらい		20220418		
307	1	unčumi	うんちゅみ	unʨumi	下男	沖縄語	人間	名詞	不明	VC.CV.CV			uncumi.wav				げなん		20220418		
308	1	sunčoo	すんちょー	sunʨoː	村長	沖縄語	人間	名詞	不明	CVC.CVV			suncoo.wav				そんちょう		20220418		
309	1	račanaa	らちゃなー	ɾaʨanaː	子守り	沖縄語	人間	名詞	不明	CV.CV.CVV			racanaa.wav				こもり		20220418		
310	1	munujumaa	むぬゆまー	munujumaː	よくしゃべる人	沖縄語	人間	名詞	不明	CV.CV.CV.CVV			munujumaa.wav				よくしゃべるひと		20220418		
311	1	turubai	とぅるばい	tuɾubai	あまりしゃべらない人	沖縄語	人間	名詞	不明	CV.CV.CV.V			turubai.wav				あまりしゃべらないひと		20220418		
312	1	uumaku	うーまく	uːmaku	乱暴者	沖縄語	人間	名詞	不明	VV.CV.CV			uumaku.wav				らんぼうもの		20220418		
313	1	[tan]čaa	[たん]ちゃー	[tan]ʨaː	短気な人	沖縄語	人間	名詞	a	CVC.CVV			tancaa.wav				たんきなひと		20220418		
314	1	hagii	はぎー	hagiː	禿	沖縄語	人間	名詞	不明	CV.CVV			hagii.wav				はげ		20220418		
315	1	ahangwaa	あはんぐぁー	ahangwaː	赤子	沖縄語	人間	名詞	不明	V.CVC.CCVV			ahangwaa.wav				あかご		20220418		
316	1	fujukusaraa	ふゆくさらー	ɸujukusaɾaː	不精者	沖縄語	人間	名詞	不明	CV.CV.CV.CV.CVV			fujukusaraa.wav				ぶしょうもの		20220418		
317	1	funatoo	ふなとー	ɸunatoː	船乗り	沖縄語	人間	名詞	不明	CV.CV.CVV			funatoo.wav				ふなのり		20220418		
318	1	wazasaa	わじゃさー	wazasaː	職人	沖縄語	人間	名詞	不明	CV.CV.CVV			wazasaa.wav				しょくにん		20220418		
319	1	ufučuu	うふちゅー	uɸuʨuː	大人	沖縄語	人間	名詞	不明	V.CV.CVV			ufucuu.wav				おとな		20220418		
320	1	Ɂnkansinčuu	んかしんちゅー	Ɂnkanɕinʨuː	昔の人	沖縄語	人間	名詞	不明	PCCVC.CVC.CVV			nkansincuu.wav				むかしのひと		20220418	nkasinčuutaaja ganzuusatan	昔の人たちは丈夫だった
321	1	uminčuu	うみんちゅー	uminʨuː	漁師	沖縄語	人間	名詞	不明	V.CVC.CVV			umincuu.wav				りょうし		20220418		
322	1	Ɂnamančuu	なまんちゅー	Ɂnamanʨuː	現代人	沖縄語	人間	名詞	不明	PCV.CVC.CVV			namancuu.wav				げんだいじん		20220418		
323	1	guujaa	ぐーやー	guːjaː	同い年	沖縄語	人間	名詞	不明	CVV.CV			guujaa.wav				おないどし		20220418		
324	1	nisiroo	にしろー	niɕiɾoː	泥棒	沖縄語	人間	名詞	不明	CV.CV.CVV			nisiroo.wav				どろぼう		20220418		
325	1	tanagaimun	たながいむん	tanagaimuɴ	ひねくれ者	沖縄語	人間	名詞	不明	CV.CV.CVV.CVC			tanagaimun.wav				ひねくれもの		20220418		
326	1	hinzimun	ひんじむん	çinʥimuɴ	ならず者	沖縄語	人間	名詞	不明	CVC.CV.CVC			hinzimun.wav				ならずもの		20220418		
327	1	tin	てぃん	tiɴ	空	沖縄語	天地	名詞	不明	CVC			tin.wav				そら	327	20220418	tin nkee	空を見ろ
328	1	[fii]	[ふぃー	[ɸiː]	日	沖縄語	天地	名詞	a	CVV			fiiday.wav				ひ		20220418		
329	1	[tii][ra	てぃー][ら	[tiː][ɾa	太陽	沖縄語	天地	名詞	c	CVV.CV			tiira.wav				たいよう		20220418		
330	1	akagai	あかがい	akagai	光	沖縄語	天地	名詞	不明	V.CV.CV.V			akagai.wav				ひかり		20220418		
331	1	kaa[gi	かー[ぎ	kaː[gi	蔭	沖縄語	天地	名詞	c	CVV.CV~CVV.CV			kaagi.wav				かげ		20220418		
332	1	haa[gi	はー[ぎ	haː[gi	蔭	沖縄語	天地	名詞	c	CVV.CV~CVV.CV			haagi.wav				かげ		20220418		
333	1	misičarasan	みしちゃらさん	miɕiʨaɾasaɴ	まぶしい	沖縄語	天地	名詞	不明	CV.CV.CV.CV.CVC			misicarasan.wav				まぶしい		20220418		
334	1	[fi][i	ふぃ[ー	[ɸi][ː	火	沖縄語	天地	名詞	b	CVV			fiifire.wav				ひ	334	20220418	fiinu mejoon	火が燃えている
335	1	[mizi	[みぢ	[miʑi	水	沖縄語	天地	名詞	a	CV.CV			mizi.wav				みず	335	20220418	mizi numumi	水を飲むか
336	1	jama[a	やま[ー	jama[ː	山	沖縄語	天地	名詞	b	CV.CVV			jamaa.wav				やま	336	20220418	jamake nubuin	山に登る
337	1	[ka]a	[かー	[ka]ː	川	沖縄語	天地	名詞	a	CVV			kaariver.wav				がわ	337	20220418	haake ičun	川に行く
338	1	[hasi	[はし	[haɕi	橋	沖縄語	天地	名詞	a	CV.CV			hasi.wav				ばし		20220418		
339	1	[zii	じー	[ʑiː	陸地	沖縄語	天地	名詞	不明	CVV			zii.wav				りくち		20220418		
340	1	[zii	じー	[ʑiː	土	沖縄語	天地	名詞	不明	CVV			zii.wav				つち		20220418		
341	1	[fuu][si	ふー[し	[ɸuː][ɕi	星	沖縄語	天地	名詞	c	CVV.CV			fuusi.wav				ほし		20220418		
342	1	čiči[i	ちち[ー	ʨiʨi[ː	月	沖縄語	天地	名詞	b	CV.CVV			cicii.wav				つき		20220418		
343	1	ami[i	あみ[ー	ami[ː	雨	沖縄語	天地	名詞	b	V.CVV			amii.wav				あめ		20220418		
344	1	[hazi	[はじ	[haʑi	風	沖縄語	天地	名詞	a	CV.CV			hazikazi.wav				ふう		20220418		
345	1	kazi	かじ	[kaʑi	風	沖縄語	天地	名詞	a	CV.CV			kazi.wav				ふう		20220418		
346	1	inabiča[i	いなびちゃ[い	inabiʨa[i	稲光	沖縄語	天地	名詞	c?	V.CV.CV.CVV			inabicai.wav				いなびかり		20220418		
347	1	[aka]gai	[あかがい	[aka]gai	明かり	沖縄語	天地	名詞	不明	V.CV.CV.V			akagai.wav				あかり		20220418		
348	1	[su][u	す[ー	[su][ː	潮	沖縄語	天地	名詞	b	CVV			suu.wav				しお	699	20220418		
349	1	[kibu]si	[きぶし	[kibu]ɕi	煙 	沖縄語	天地	名詞	a	CV.CV.CV			kibusi.wav				けむり 	349	20220418	kibusi nzijoon	
350	1	[kibui	[きぶい	[kibui	煙 	沖縄語	天地	名詞	a	CV.CVV			kibui.wav				けむり 	350	20220418	kibui nzijoon	
351	1	inoo	いのー	inoː	浅瀬	沖縄語	天地	名詞	a	V.CVV			inoo.wav				あさせ		20220418		
352	1	[gama	[がま	[gama	洞窟	沖縄語	天地	名詞	a	CV.CV			gama.wav				どうくつ		20220418		
353	1	[uu][mi	うー][み	[uː][mi	海	沖縄語	天地	名詞	c	VV.CV			uumi.wav				うみ		20220418		
354	1	[Ɂna]tu	[‘なとぅ	[Ɂna]tu	港	沖縄語	天地	名詞	a	PCV.CV			2natu.wav				みなと		20220418		
355	1	nami[i	なみ[ー	nami[ː	波	沖縄語	天地	名詞	b	CV.CVV			namii.wav				なみ		20220418		
356	1	abuku	あぶく	abuku	泡	沖縄語	天地	名詞	不明	V.CV.CV			abuku.wav				あわ		20220418		
357	1	simaa	しまー	ɕimaː	島	沖縄語	天地	名詞	b	CV.CVV			simaa.wav				しま		20220418	kii iinte isiga simaja iinu meeru neesiga	
358	1	haa[ma	はー[ま	haː[ma	浜	沖縄語	天地	名詞	c	CVV.CV			haama.wav				はま		20220418		
359	1	[uru]za	[うる]じゃ	[uɾu]ʑa	珊瑚礁	沖縄語	天地	名詞	a	V.CV.CV			uru.wav				さんごしょう	359	20220418	uruza wain	サンゴを割る
360	1	[sina]	[しな	[ɕina]	砂	沖縄語	天地	名詞	a	CV.CV			sina.wav				すな		20220418	sina nuin	
361	1	[isi	[いし	[iɕi	石	沖縄語	天地	名詞	a	V.CV			isi.wav				いし		20220418		
362	1	Ɂn][zoo	ん]ぞ[ー	Ɂn][zoː	みぞ	沖縄語	天地	名詞	b	CCVV			nzoo.wav				みぞ	362	20220418	nzoo wain	溝を割る
363	1	ta][a	た[ー	ta][ː	田	沖縄語	天地	名詞	b	CVV			taa.wav				でん	363	20220418	taa in	田んぼを植える
364	1	abu][si	あぶ[し	abu][ɕi	あぜみち	沖縄語	天地	名詞	b	V.CV.CV			abusi.wav				あぜみち	364	20220418	abusi kain	
